,strain,region,clade_membership,num_date,season,A/Texas/50/2012,A/Perth/16/2009,A/HongKong/4801/2014,A/Wisconsin/67/2005,A/Switzerland/9715293/2013,A/Victoria/361/2011,A/Brisbane/10/2007,A/Alaska/232/2015
363,A/Darwin/1/2006,oceania,unassigned,2006.6954141,2006-2007,15.0,8.0,16.0,3.0,18.0,10.0,2.0,16.0
365,A/Umea/6/2006,europe,unassigned,2006.87063655,2006-2007,16.0,9.0,17.0,4.0,17.0,11.0,3.0,17.0
366,A/Umea/7/2006,europe,unassigned,2006.87063655,2006-2007,16.0,9.0,17.0,4.0,17.0,11.0,3.0,17.0
369,A/CookIslands/1/2006,oceania,unassigned,2006.6954141,2006-2007,16.0,9.0,17.0,4.0,19.0,11.0,3.0,17.0
371,A/Cambodia/Q342/2006,southeast_asia,unassigned,2006.56673511,2006-2007,15.0,8.0,16.0,3.0,18.0,10.0,2.0,16.0
372,A/NewCaledonia/10/2006,oceania,unassigned,2006.82683094,2006-2007,17.0,10.0,18.0,5.0,20.0,12.0,4.0,18.0
374,A/HongKong/3069/2006,china,unassigned,2006.83778234,2006-2007,15.0,7.0,15.0,5.0,18.0,10.0,2.0,15.0
376,A/Florida/4/2007,north_america,unassigned,2007.76933607,2007-2008,17.0,9.0,18.0,9.0,20.0,12.0,5.0,17.0
377,A/NorthernMarianaIslands/AF1144/2007,oceania,unassigned,2007.53935661,2007-2008,16.0,8.0,17.0,8.0,19.0,11.0,4.0,16.0
379,A/NorthernMarianaIslands/AF1121/2007,oceania,unassigned,2007.81040383,2007-2008,16.0,8.0,17.0,8.0,19.0,11.0,4.0,16.0
380,A/BritishColumbia/1287/2007,north_america,unassigned,2007.73648186,2007-2008,16.0,8.0,17.0,8.0,19.0,11.0,4.0,16.0
382,A/Zagreb/4274/2006,europe,unassigned,2006.28473648,2006-2007,16.0,9.0,15.0,4.0,19.0,11.0,3.0,17.0
383,A/Wisconsin/46/2006,north_america,unassigned,2006.95550992,2006-2007,15.0,8.0,16.0,3.0,18.0,10.0,2.0,16.0
385,A/Victoria/304/2006,oceania,unassigned,2006.44626968,2006-2007,15.0,8.0,16.0,3.0,18.0,10.0,2.0,16.0
386,A/Victoria/302/2006,oceania,unassigned,2006.42710472,2006-2007,15.0,8.0,16.0,3.0,18.0,10.0,2.0,16.0
389,A/Canada/101/2006,north_america,unassigned,2006.99110198,2006-2007,15.0,8.0,16.0,3.0,18.0,10.0,2.0,16.0
391,A/England/64848/2006,europe,unassigned,2006.90622861,2006-2007,16.0,9.0,17.0,4.0,19.0,11.0,3.0,17.0
392,A/England/558/2006,europe,unassigned,2006.90622861,2006-2007,16.0,9.0,17.0,4.0,19.0,11.0,3.0,17.0
395,A/Lyon/52-339/2006,europe,unassigned,2006.99383984,2006-2007,15.0,8.0,16.0,3.0,18.0,10.0,2.0,16.0
396,A/Lyon/1305/2006,europe,unassigned,2006.96372348,2006-2007,15.0,8.0,16.0,3.0,18.0,10.0,2.0,16.0
398,A/Stockholm/20/2006,europe,unassigned,2006.92539357,2006-2007,17.0,10.0,18.0,5.0,20.0,12.0,4.0,18.0
400,A/Cambodia/44/2006,southeast_asia,unassigned,2006.7118412,2006-2007,15.0,8.0,16.0,3.0,18.0,10.0,2.0,16.0
401,A/California/4/2006,north_america,unassigned,2006.75838467,2006-2007,15.0,8.0,16.0,3.0,18.0,10.0,2.0,16.0
403,A/Malaysia/1676558/2006,southeast_asia,unassigned,2006.87611225,2006-2007,15.0,8.0,16.0,4.0,18.0,10.0,3.0,16.0
404,A/Malaysia/1657167/2006,southeast_asia,unassigned,2006.77754962,2006-2007,16.0,9.0,17.0,4.0,19.0,11.0,3.0,17.0
405,A/Thailand/475/2006,southeast_asia,unassigned,2006.58863792,2006-2007,16.0,9.0,17.0,4.0,19.0,11.0,3.0,17.0
407,A/Malaysia/1666665/2006,southeast_asia,unassigned,2006.80492813,2006-2007,16.0,9.0,17.0,4.0,19.0,11.0,3.0,17.0
408,A/Malaysia/1665090/2006,southeast_asia,unassigned,2006.79671458,2006-2007,16.0,9.0,17.0,4.0,19.0,11.0,3.0,17.0
410,A/Singapore/68/2006,southeast_asia,unassigned,2006.55030801,2006-2007,15.0,8.0,16.0,3.0,18.0,10.0,2.0,16.0
411,A/Singapore/79/2006,southeast_asia,unassigned,2006.73921971,2006-2007,15.0,8.0,16.0,3.0,18.0,10.0,2.0,16.0
413,A/Singapore/78/2006,southeast_asia,unassigned,2006.63791923,2006-2007,14.0,9.0,15.0,4.0,17.0,9.0,3.0,15.0
414,A/Singapore/75/2006,southeast_asia,unassigned,2006.62696783,2006-2007,15.0,8.0,16.0,3.0,18.0,10.0,2.0,16.0
417,A/Thailand/625/2006,southeast_asia,unassigned,2006.68720055,2006-2007,15.0,8.0,16.0,3.0,18.0,10.0,2.0,16.0
418,A/HongKong/CUHK45130/2006,china,unassigned,2006.92265572,2006-2007,15.0,8.0,16.0,3.0,18.0,10.0,2.0,16.0
420,A/HongKong/CUHK60052/2006,china,unassigned,2006.49007529,2006-2007,15.0,8.0,16.0,3.0,18.0,10.0,2.0,16.0
422,A/Darwin/4/2007,oceania,unassigned,2007.25188227,2006-2007,16.0,8.0,15.0,4.0,19.0,11.0,3.0,15.0
423,A/Malaysia/1674395/2006,southeast_asia,unassigned,2006.87063655,2006-2007,15.0,8.0,16.0,3.0,18.0,10.0,2.0,16.0
426,A/Taiwan/717/2006,china,unassigned,2006.56125941,2006-2007,16.0,9.0,17.0,4.0,19.0,11.0,3.0,17.0
428,A/Taiwan/754/2006,china,unassigned,2006.71457906,2006-2007,15.0,8.0,16.0,3.0,18.0,10.0,2.0,16.0
430,A/Netherlands/4/2007,europe,unassigned,2007.05201916,2007-2008,15.0,8.0,16.0,3.0,18.0,10.0,2.0,16.0
431,A/Colorado/5/2006,north_america,unassigned,2006.93360712,2006-2007,16.0,9.0,17.0,4.0,19.0,11.0,3.0,17.0
433,A/Uganda/40/2007,africa,unassigned,2007.36413415,2007-2008,14.0,7.0,17.0,4.0,18.0,9.0,1.0,15.0
434,A/Kenya/242/2007,africa,unassigned,2007.63244353,2007-2008,15.0,8.0,18.0,5.0,19.0,10.0,2.0,16.0
436,A/Egypt/57/2006,africa,unassigned,2006.96919918,2006-2007,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
437,A/Lyon/1359/2006,europe,unassigned,2006.98562628,2006-2007,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
439,A/Lyon/1324/2006,europe,unassigned,2006.96646133,2006-2007,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
440,A/Lyon/1331/2006,europe,unassigned,2006.97193703,2006-2007,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
442,A/Maryland/10/2006,north_america,unassigned,2006.94455852,2006-2007,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
443,A/Tehran/487/2007,west_asia,unassigned,2007.05475702,2007-2008,14.0,7.0,17.0,6.0,18.0,9.0,1.0,15.0
444,A/Colorado/22/2007,north_america,unassigned,2007.0,2006-2007,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
446,A/HoaBinh/HB378/2007,southeast_asia,unassigned,2007.75290897,2007-2008,14.0,7.0,17.0,6.0,18.0,9.0,1.0,15.0
447,A/Wisconsin/34/2007,north_america,unassigned,2007.90622861,2007-2008,17.0,10.0,20.0,8.0,21.0,12.0,4.0,18.0
449,A/SriLanka/14/2008,south_asia,unassigned,2008.3449692,2007-2008,14.0,7.0,17.0,7.0,18.0,9.0,2.0,15.0
450,A/SriLanka/23/2007,south_asia,unassigned,2007.40793977,2007-2008,14.0,7.0,17.0,7.0,18.0,9.0,2.0,15.0
452,A/Kolkata/595/2006,south_asia,unassigned,2006.77616936,2006-2007,15.0,8.0,18.0,7.0,19.0,10.0,2.0,16.0
453,A/Kolkata/524/2006,south_asia,unassigned,2006.74469541,2006-2007,14.0,7.0,17.0,6.0,18.0,9.0,1.0,15.0
456,A/Usa/AF1052/2007,north_america,unassigned,2007.28747433,2007-2008,14.0,7.0,17.0,6.0,18.0,9.0,1.0,15.0
457,A/NewYork/1083/2007,north_america,unassigned,2007.16427105,2006-2007,15.0,8.0,18.0,7.0,19.0,10.0,2.0,16.0
459,A/NewYork/1103/2007,north_america,unassigned,2007.22997947,2007-2008,14.0,7.0,17.0,6.0,18.0,9.0,1.0,15.0
461,A/Usa/AF1135/2007,north_america,unassigned,2007.56399726,2007-2008,14.0,7.0,17.0,6.0,18.0,9.0,1.0,15.0
462,A/NewYork/1085/2007,north_america,unassigned,2007.1779603,2006-2007,14.0,7.0,17.0,6.0,18.0,9.0,1.0,15.0
465,A/NewYork/13/2007,north_america,unassigned,2007.6899384,2007-2008,15.0,9.0,18.0,8.0,19.0,10.0,3.0,16.0
467,A/Guangdong/15/2007,china,unassigned,2007.26283368,2006-2007,15.0,8.0,16.0,7.0,19.0,10.0,2.0,16.0
469,A/Guangdong/17/2007,china,unassigned,2007.27104723,2006-2007,14.0,7.0,17.0,6.0,18.0,9.0,1.0,15.0
470,A/Nepal/AF1106/2007,south_asia,unassigned,2007.62970568,2007-2008,14.0,7.0,17.0,6.0,18.0,9.0,1.0,15.0
473,A/Shanghai/N11/2007,china,unassigned,2007.678987,2007-2008,15.0,8.0,18.0,7.0,19.0,10.0,2.0,16.0
474,A/HongKong/2657/2007,china,unassigned,2007.43258042,2007-2008,14.0,7.0,17.0,6.0,18.0,9.0,1.0,15.0
477,A/Taiwan/448/2007,china,unassigned,2007.34770705,2006-2007,14.0,7.0,17.0,6.0,18.0,9.0,1.0,15.0
478,A/Finland/9/2008,europe,unassigned,2008.0164271,2007-2008,14.0,7.0,17.0,6.0,18.0,9.0,1.0,15.0
481,A/Pune/715485/2007,south_asia,unassigned,2007.83504449,2007-2008,17.0,10.0,20.0,9.0,20.0,12.0,4.0,18.0
482,A/Guangdong/ST798/2008,china,unassigned,2008.0,2007-2008,14.0,7.0,17.0,6.0,18.0,9.0,1.0,15.0
484,A/Shanghai/N07/2007,china,unassigned,2007.65160849,2007-2008,14.0,7.0,17.0,6.0,18.0,9.0,1.0,15.0
486,A/India/P0713435/2007,south_asia,unassigned,2007.75838467,2007-2008,14.0,7.0,17.0,6.0,18.0,9.0,1.0,15.0
487,A/Pune/713435/2007,south_asia,unassigned,2007.75838467,2007-2008,14.0,7.0,17.0,6.0,18.0,9.0,1.0,15.0
490,A/SouthDakota/1/2007,north_america,unassigned,2007.06023272,2007-2008,14.0,7.0,17.0,4.0,16.0,9.0,1.0,15.0
491,A/UlanUde/1/2007,west_asia,unassigned,2007.24914442,2006-2007,14.0,7.0,17.0,4.0,16.0,9.0,1.0,15.0
494,A/Astrakhan/10/2007,west_asia,unassigned,2007.91444216,2007-2008,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
495,A/Kiev/106/2007,europe,unassigned,2007.13689254,2007-2008,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
499,A/Pavia/11/2007,europe,unassigned,2007.3597962,2006-2007,14.0,7.0,17.0,6.0,18.0,9.0,1.0,15.0
501,A/Kenya/1599/2008,africa,unassigned,2008.59958932,2008-2009,13.0,8.0,16.0,9.0,17.0,8.0,4.0,14.0
502,A/Kenya/1/2008,africa,unassigned,2008.64373135,2007-2008,12.0,7.0,15.0,8.0,16.0,7.0,3.0,13.0
503,A/Kenya/1431/2008,africa,unassigned,2008.57494867,2008-2009,12.0,7.0,15.0,8.0,16.0,7.0,3.0,13.0
504,A/Kenya/1598/2008,africa,unassigned,2008.59685147,2008-2009,13.0,8.0,16.0,9.0,17.0,8.0,4.0,14.0
506,A/Kenya/1436/2008,africa,unassigned,2008.48733744,2008-2009,12.0,7.0,15.0,8.0,16.0,7.0,3.0,13.0
507,A/Kenya/1589/2008,africa,unassigned,2008.59411362,2008-2009,12.0,7.0,15.0,8.0,16.0,7.0,3.0,13.0
509,A/Kentucky/UR06-0158/2007,north_america,unassigned,2007.09582478,2006-2007,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
510,A/California/NHRC0002/2007,north_america,unassigned,2007.32580424,2007-2008,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
512,A/Taiwan/707/2007,china,unassigned,2007.74195756,2007-2008,16.0,9.0,19.0,8.0,20.0,11.0,3.0,17.0
514,A/Taiwan/760/2007,china,unassigned,2007.75290897,2007-2008,14.0,7.0,17.0,6.0,18.0,9.0,1.0,15.0
515,A/Taiwan/834/2007,china,unassigned,2007.77481177,2007-2008,14.0,7.0,17.0,6.0,18.0,9.0,1.0,15.0
518,A/Hanoi/Q578/2007,southeast_asia,unassigned,2007.59958932,2007-2008,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
519,A/Hanoi/Q582/2007,southeast_asia,unassigned,2007.60232717,2007-2008,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
522,A/Vermont/UR06-0484/2007,north_america,unassigned,2007.16427105,2006-2007,14.0,7.0,16.0,6.0,17.0,9.0,1.0,14.0
523,A/Vermont/UR06-0470/2007,north_america,unassigned,2007.15605749,2007-2008,14.0,7.0,16.0,6.0,17.0,9.0,1.0,14.0
525,A/NewYork/1096/2007,north_america,unassigned,2007.27926078,2007-2008,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
526,A/NewYork/1097/2007,north_america,unassigned,2007.28473648,2007-2008,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
529,A/Honduras/AF1422/2007,north_america,unassigned,2007.49555099,2006-2007,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
530,A/Honduras/AF1423/2007,north_america,unassigned,2007.64887064,2007-2008,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
532,A/Vermont/UR06-0512/2007,north_america,unassigned,2007.1724846,2006-2007,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
533,A/Vermont/UR06-0469/2007,north_america,unassigned,2007.1615332,2006-2007,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
538,A/Georgia/7/2007,north_america,unassigned,2007.62149213,2007-2008,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
539,A/Brisbane/10/2007,oceania,unassigned,2007.27619484,2006-2007,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
541,A/Moscow/26/2007,west_asia,unassigned,2007.1615332,2006-2007,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
542,A/StPetersburg/95/2007,west_asia,unassigned,2007.38329911,2007-2008,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
544,A/California/NHRC0001/2007,north_america,unassigned,2007.21081451,2007-2008,14.0,7.0,17.0,6.0,18.0,9.0,1.0,15.0
546,A/Michigan/10/2007,north_america,unassigned,2007.58590007,2007-2008,14.0,7.0,17.0,6.0,18.0,9.0,1.0,14.0
549,A/Bangladesh/9745/2007,south_asia,unassigned,2007.33127995,2006-2007,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
550,A/England/8036384/2008,europe,unassigned,2008.03832991,2007-2008,14.0,7.0,17.0,6.0,18.0,9.0,1.0,15.0
552,A/England/8016670/2007,europe,unassigned,2007.99657769,2007-2008,14.0,7.0,17.0,6.0,18.0,9.0,1.0,15.0
553,A/England/544/2007,europe,unassigned,2007.56947296,2007-2008,14.0,7.0,17.0,6.0,18.0,9.0,1.0,15.0
554,A/England/543/2007,europe,unassigned,2007.56947296,2007-2008,14.0,7.0,17.0,6.0,18.0,9.0,1.0,15.0
556,A/Bangladesh/4699/2007,south_asia,unassigned,2007.31485284,2007-2008,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
558,A/England/7518559/2007,europe,unassigned,2007.95550992,2007-2008,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
560,A/India/C087863/2008,south_asia,unassigned,2008.0164271,2007-2008,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
562,A/India/7881/2008,south_asia,unassigned,2008.24640657,2008-2009,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
563,A/Chennai/87867/2008,south_asia,unassigned,2008.15331964,2008-2009,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
565,A/Pune/83571/2008,south_asia,unassigned,2008.1615332,2008-2009,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
568,A/India/K0810434/2008,south_asia,unassigned,2008.50102669,2007-2008,15.0,6.0,18.0,7.0,19.0,10.0,2.0,16.0
570,A/Delhi/914867/2009,south_asia,unassigned,2009.24093087,2009-2010,15.0,6.0,16.0,7.0,19.0,10.0,2.0,16.0
572,A/Chennai/91336/2008,south_asia,unassigned,2008.97741273,2008-2009,14.0,5.0,17.0,6.0,18.0,9.0,1.0,15.0
573,A/Chennai/91335/2008,south_asia,unassigned,2008.95550992,2008-2009,14.0,5.0,17.0,6.0,18.0,9.0,1.0,15.0
575,A/India/C0817271/2008,south_asia,unassigned,2008.78302533,2008-2009,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
576,A/Chennai/817271/2008,south_asia,unassigned,2008.78302533,2008-2009,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
578,A/Chennai/817302/2008,south_asia,unassigned,2008.88158795,2008-2009,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
579,A/India/C0817302/2008,south_asia,unassigned,2008.88158795,2008-2009,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
582,A/Pavia/35/2007,europe,unassigned,2007.04137852,2006-2007,14.0,7.0,17.0,6.0,18.0,9.0,1.0,15.0
584,A/Pavia/28/2007,europe,unassigned,2007.24366872,2006-2007,14.0,7.0,17.0,6.0,16.0,9.0,1.0,15.0
585,A/Netherlands/348/2007,europe,unassigned,2007.84599589,2007-2008,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
589,A/Illinois/UR06-0036/2007,north_america,unassigned,2007.03832991,2006-2007,14.0,7.0,17.0,6.0,18.0,9.0,1.0,15.0
590,A/Illinois/UR06-0030/2007,north_america,unassigned,2007.03832991,2006-2007,14.0,7.0,17.0,6.0,18.0,9.0,1.0,15.0
592,A/India/V0713788/2007,south_asia,unassigned,2007.07939767,2007-2008,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
594,A/India/V0713790/2007,south_asia,unassigned,2007.08487337,2006-2007,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
595,A/India/K0713778/2007,south_asia,unassigned,2007.55578371,2007-2008,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
598,A/Guyane/13/2007,south_america,unassigned,2007.183436,2006-2007,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
600,A/Argentina/117/2007,south_america,unassigned,2007.42162902,2006-2007,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
601,A/Argentina/3834/2007,south_america,unassigned,2007.44900753,2007-2008,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
604,A/NorthernMarianaIslands/AF1002/2007,oceania,unassigned,2007.21355236,2007-2008,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
606,A/NewYork/1088/2007,north_america,unassigned,2007.20260096,2007-2008,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
608,A/Vermont/5/2007,north_america,unassigned,2007.27378508,2007-2008,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
609,A/NewYork/1087/2007,north_america,unassigned,2007.19986311,2007-2008,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
612,A/NewYork/1099/2007,north_america,unassigned,2007.30937714,2007-2008,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
613,A/Pavia/9/2007,europe,unassigned,2007.15879535,2006-2007,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
617,A/Aichi/67/2007,japan_korea,unassigned,2007.23819302,2007-2008,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
619,A/Hanoi/Q464/2007,southeast_asia,unassigned,2007.49007529,2007-2008,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
620,A/NewYork/1086/2007,north_america,unassigned,2007.18069815,2006-2007,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
622,A/Managua/25/2007,north_america,unassigned,2007.48459959,2007-2008,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
624,A/India/N075663/2007,south_asia,unassigned,2007.17522245,2006-2007,14.0,5.0,16.0,6.0,18.0,9.0,1.0,14.0
626,A/India/P076178/2007,south_asia,unassigned,2007.45995893,2007-2008,14.0,5.0,16.0,6.0,18.0,9.0,1.0,14.0
628,A/Andaman/71559/2007,south_asia,unassigned,2007.83504449,2007-2008,14.0,5.0,16.0,6.0,18.0,9.0,1.0,14.0
629,A/India/And071559/2007,south_asia,unassigned,2007.83504449,2007-2008,14.0,5.0,16.0,6.0,18.0,9.0,1.0,14.0
632,A/Argentina/3813/2007,south_america,unassigned,2007.41889117,2006-2007,14.0,7.0,17.0,6.0,18.0,9.0,1.0,15.0
634,A/Georgia/6/2007,north_america,unassigned,2007.59958932,2007-2008,15.0,8.0,18.0,7.0,19.0,10.0,2.0,16.0
636,A/GeorgiaNHRC/36/2007,north_america,unassigned,2007.58590007,2007-2008,14.0,7.0,17.0,6.0,18.0,9.0,1.0,15.0
637,A/Georgia/5/2007,north_america,unassigned,2007.58590007,2007-2008,14.0,7.0,17.0,6.0,18.0,9.0,1.0,15.0
640,A/Honduras/AF1426/2007,north_america,unassigned,2007.74469541,2007-2008,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
642,A/Honduras/6374/2007,north_america,unassigned,2007.75838467,2007-2008,13.0,7.0,16.0,6.0,17.0,9.0,1.0,14.0
643,A/Honduras/AF1136/2007,north_america,unassigned,2007.75564682,2007-2008,13.0,7.0,16.0,6.0,17.0,9.0,1.0,14.0
645,A/GeorgiaNHRC/33/2007,north_america,unassigned,2007.57768652,2007-2008,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
647,A/ElSalvador/590/2007,north_america,unassigned,2007.678987,2007-2008,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
650,A/Honduras/AF1425/2007,north_america,unassigned,2007.76386037,2007-2008,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
651,A/Honduras/AF1129/2007,north_america,unassigned,2007.76386037,2007-2008,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
653,A/Honduras/AF1101/2007,north_america,unassigned,2007.81861739,2007-2008,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
654,A/Honduras/602/2007,north_america,unassigned,2007.81861739,2007-2008,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
656,A/Vienna/25/2007,europe,unassigned,2007.0,2006-2007,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
659,A/NewYork/UR06-0040/2007,north_america,unassigned,2007.04380561,2006-2007,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
660,A/NewYork/1095/2007,north_america,unassigned,2007.27926078,2007-2008,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
662,A/NewYork/1093/2007,north_america,unassigned,2007.27378508,2007-2008,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
663,A/Usa/AF1037/2007,north_america,unassigned,2007.24914442,2006-2007,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
665,A/Washington/UR06-0252/2007,north_america,unassigned,2007.11498973,2006-2007,14.0,7.0,17.0,6.0,18.0,9.0,1.0,15.0
667,A/Colorado/3/2007,north_america,unassigned,2007.02190281,2006-2007,14.0,7.0,17.0,6.0,18.0,9.0,1.0,15.0
669,A/Colorado/UR06-022/2007,north_america,unassigned,2007.01916496,2006-2007,14.0,7.0,17.0,6.0,18.0,9.0,1.0,15.0
670,A/Colorado/UR06-0024/2007,north_america,unassigned,2007.01916496,2006-2007,14.0,7.0,17.0,6.0,18.0,9.0,1.0,15.0
672,A/Idaho/10/2007,north_america,unassigned,2007.36413415,2007-2008,13.0,6.0,16.0,6.0,17.0,8.0,1.0,14.0
676,A/Mexico/24013/2008,north_america,unassigned,2008.91718001,2008-2009,14.0,7.0,17.0,7.0,18.0,9.0,2.0,15.0
677,A/Kuwait/AF03/2008,west_asia,unassigned,2008.08761123,2007-2008,13.0,6.0,16.0,6.0,17.0,8.0,1.0,14.0
679,A/Texas/AF1680/2007,north_america,unassigned,2007.64065708,2007-2008,13.0,6.0,16.0,6.0,17.0,8.0,1.0,14.0
680,A/Usa/AF1147/2007,north_america,unassigned,2007.71457906,2007-2008,13.0,6.0,16.0,6.0,17.0,8.0,1.0,14.0
682,A/Washington/42/2007,north_america,unassigned,2007.94455852,2007-2008,14.0,9.0,18.0,7.0,16.0,11.0,4.0,16.0
683,A/Washington/36/2007,north_america,unassigned,2007.94455852,2007-2008,13.0,6.0,16.0,6.0,17.0,8.0,1.0,14.0
686,A/Mexico/24003/2008,north_america,unassigned,2008.83504449,2008-2009,14.0,7.0,17.0,7.0,18.0,9.0,2.0,15.0
688,A/Mexico/24010/2008,north_america,unassigned,2008.83504449,2008-2009,14.0,7.0,17.0,7.0,18.0,9.0,2.0,15.0
689,A/Mexico/24011/2008,north_america,unassigned,2008.83504449,2008-2009,14.0,7.0,17.0,7.0,18.0,9.0,2.0,15.0
692,A/NewYork/UR07-0080/2008,north_america,unassigned,2008.15058179,2008-2009,13.0,6.0,16.0,6.0,17.0,8.0,1.0,14.0
693,A/Mexico/24014/2008,north_america,unassigned,2008.91718001,2008-2009,13.0,6.0,16.0,6.0,17.0,8.0,1.0,14.0
695,A/Qatar/AF02/2008,west_asia,unassigned,2008.07665982,2008-2009,13.0,6.0,16.0,6.0,17.0,8.0,1.0,14.0
696,A/Mexico/24012/2008,north_america,unassigned,2008.91991786,2008-2009,13.0,6.0,16.0,6.0,17.0,8.0,1.0,14.0
699,A/Idaho/9/2007,north_america,unassigned,2007.30663929,2007-2008,15.0,8.0,18.0,7.0,19.0,10.0,2.0,16.0
700,A/Hawaii/8/2006,north_america,unassigned,2006.94455852,2006-2007,14.0,7.0,17.0,6.0,18.0,9.0,1.0,15.0
702,A/Oregon/UR06-0221/2007,north_america,unassigned,2007.10403833,2006-2007,14.0,7.0,17.0,6.0,18.0,9.0,1.0,15.0
704,A/Guam/AF1043/2007,oceania,unassigned,2007.31211499,2007-2008,14.0,7.0,17.0,6.0,18.0,9.0,1.0,15.0
705,A/Oregon/UR06-0289/2007,north_america,unassigned,2007.11772758,2006-2007,14.0,7.0,17.0,6.0,18.0,9.0,1.0,15.0
707,A/Oregon/UR06-0273/2007,north_america,unassigned,2007.11772758,2006-2007,14.0,7.0,17.0,6.0,18.0,9.0,1.0,15.0
709,A/Washington/14/2007,north_america,unassigned,2007.06844627,2007-2008,14.0,7.0,17.0,6.0,18.0,9.0,1.0,15.0
710,A/NewYork/1089/2007,north_america,unassigned,2007.22176591,2007-2008,14.0,7.0,17.0,6.0,18.0,9.0,1.0,15.0
713,A/Minsk/137/2007,europe,unassigned,2007.15331964,2007-2008,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
714,A/Trieste/25/2007,europe,unassigned,2007.08137905,2006-2007,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
716,A/Manhean/3/2008,africa,unassigned,2008.50376454,2007-2008,13.0,6.0,16.0,6.0,17.0,8.0,1.0,14.0
718,A/NewYork/1080/2007,north_america,unassigned,2007.12594114,2007-2008,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
720,A/Mexico/3701/2007,north_america,unassigned,2007.79397673,2007-2008,14.0,7.0,16.0,6.0,18.0,9.0,1.0,15.0
721,A/Mexico/2312/2007,north_america,unassigned,2007.3504449,2007-2008,14.0,7.0,16.0,6.0,18.0,9.0,1.0,15.0
